-------------------------------------------------------------------------------
                      CUTE SNR CALCULATIONS
-------------------------------------------------------------------------------

Input Parameters 

Stellar Parameters 

Stellar Temperature(K)  : 5344
Stellar Radius (R_sun)  : 0.876
Stellar Distance (mas)  : 273.8097
Target RA (deg)         : 26.0167
Target Declination (deg): -15.9375


Instrument Parameters 

Spectral Resolution (A) : 0.8
Spectrum Width (pix)    : 10
in cross-disp direction 
Readout Noise (e/pix)   : 3.6
Dark Noise (e/pix/s)    : 0.012
Exposure Time (s)       : 300
Read Time (s)           : 20

Transit Parameters 

Transit Duration (hrs)  : 162
Number of Transits      : 15

Input Files 

Stellar Model file      : LL model:.\models\t05300g4.4/model.flx
Wavelength file         : .\extra\wavelength.txt
Effective area file     : .\extra\eff_area.txt
-------------------------------------------------------------------------------
                        CUTE SNR OUTPUTS
-------------------------------------------------------------------------------
Wavelength Region [A]			 SNR	 Uncertainty in Transit Depth [ppm]
                                             1 Transit	15 Transits
-------------------------------------------------------------------------------
Full Band [2518.9-3331.1]		79204.2383	0.4182	0.108
Lower Band [2518.5-2788.84]		22744.5552	1.4565	0.3761
Mid Band [2789.24-3059.57]		38661.6398	0.8568	0.2212
Upper Band [3059.97-3331.1]		38661.6398	0.8568	0.2212
MgII Band [2792.81-2804.72]		2277.9025	14.5427	3.7549
MgI Band [2849.97-2853.54]		1243.1409	26.6478	6.8804
FeII Band [2582.81-2586.78]		1913.7568	17.3099	4.4694
User Band 1 [2599.88-2699.52]		16533.4612	1.4168	0.3658
User Band 2 [2649.9-2749.54]		17415.4003	1.345	0.3473
-------------------------------------------------------------------------------
Radius uncertanitiy
Wavelength Region [A]			 Uncertainty in Radius [ppm] for 1 Transits
-------------------------------------------------------------------------------
Full Band [2518.9-3331.1]		0.679
Lower Band [2518.5-2788.84]		2.3644
Mid Band [2789.24-3059.57]		1.3909
Upper Band [3059.97-3331.1]		1.3909
MgII Band [2792.81-2804.72]		23.6078
MgI Band [2849.97-2853.54]		43.2584
FeII Band [2582.81-2586.78]		28.0998
User Band 1 [2599.88-2699.52]		3.2526
User Band 2 [2649.9-2749.54]		3.0879
2518.5			46787.3167		216.6862		215.922
2518.9			46787.3167		216.6862		215.922
2519.29			39969.061		200.3364		199.5098
2519.69			39969.061		200.3364		199.5098
2520.09			41469.9606		204.0479		203.2364
2520.48			41469.9606		204.0479		203.2364
2520.88			52461.1098		229.4051		228.6833
2521.28			52461.1098		229.4051		228.6833
2521.68			69584.7395		264.1029		263.4759
2522.07			69584.7395		264.1029		263.4759
2522.47			56532.62		238.1139		237.4184
2522.87			56532.62		238.1139		237.4184
2523.26			56596.2784		238.2475		237.5524
2523.66			56596.2784		238.2475		237.5524
2524.06			32431.4224		180.5465		179.6292
2524.45			32431.4224		180.5465		179.6292
2524.85			45044.4113		212.6265		211.8476
2525.25			45044.4113		212.6265		211.8476
2525.65			45218.4122		213.0352		212.2579
2526.04			45218.4122		213.0352		212.2579
2526.44			83217.2016		288.7608		288.1873
2526.84			83217.2016		288.7608		288.1873
2527.23			92990.8292		305.2154		304.6728
2527.63			92990.8292		305.2154		304.6728
2528.03			56854.8268		238.7895		238.096
2528.42			56854.8268		238.7895		238.096
2528.82			37825.4407		194.9129		194.0633
2529.22			37825.4407		194.9129		194.0633
2529.62			32698.9131		181.2857		180.3722
2530.01			32698.9131		181.2857		180.3722
2530.41			41466.9722		204.0406		203.229
2530.81			41466.9722		204.0406		203.229
2531.2			66832.0417		258.839		258.1992
2531.6			66832.0417		258.839		258.1992
2532.0			118943.3534		345.1217		344.6418
2532.39			118943.3534		345.1217		344.6418
2532.79			130119.656		360.9505		360.4917
2533.19			130119.656		360.9505		360.4917
2533.58			123335.1499		351.4267		350.9555
2533.98			123335.1499		351.4267		350.9555
2534.38			154655.2015		393.4727		393.0519
2534.78			154655.2015		393.4727		393.0519
2535.17			120238.9084		346.9935		346.5163
2535.57			120238.9084		346.9935		346.5163
2535.97			127274.6244		356.9877		356.5238
2536.36			127274.6244		356.9877		356.5238
2536.76			78670.1119		280.777		280.1872
2537.16			78670.1119		280.777		280.1872
2537.55			99617.6427		315.8849		315.3606
2537.95			99617.6427		315.8849		315.3606
2538.35			116906.3887		342.1578		341.6739
2538.75			116906.3887		342.1578		341.6739
2539.14			169273.0829		411.6293		411.227
2539.54			169273.0829		411.6293		411.227
2539.94			99778.5407		316.1394		315.6156
2540.33			99778.5407		316.1394		315.6156
2540.73			130569.0836		361.5725		361.1145
2541.13			130569.0836		361.5725		361.1145
2541.52			124306.3637		352.8058		352.3365
2541.92			124306.3637		352.8058		352.3365
2542.32			81788.6702		286.2766		285.6981
2542.72			81788.6702		286.2766		285.6981
2543.11			110958.4351		333.3527		332.8559
2543.51			110958.4351		333.3527		332.8559
2543.91			123234.5683		351.2836		350.8122
2544.3			123234.5683		351.2836		350.8122
2544.7			132601.6009		364.3723		363.9179
2545.1			132601.6009		364.3723		363.9179
2545.49			151784.8147		389.8082		389.3834
2545.89			151784.8147		389.8082		389.3834
2546.29			147967.619		384.8808		384.4505
